,review_id,plot,cast,production,visuals,soundplay,dialogue,originality
11064,rw1980210,positive,positive,not discussed,not discussed,not discussed,positive,positive
11065,rw1991399,positive,positive,positive,not discussed,not discussed,positive,positive
11066,rw2402160,negative,negative,not discussed,not discussed,not discussed,negative,negative
11067,rw2425807,negative,negative,negative,not discussed,not discussed,negative,negative
11068,rw1955253,mixed,positive,not discussed,not discussed,not discussed,negative,not discussed
11069,rw1957907,positive,positive,not discussed,not discussed,not discussed,positive,positive
11070,rw2030337,positive,positive,positive,neutral,not discussed,positive,positive
11071,rw2277862,neutral,positive,neutral,positive,negative,mixed,neutral
11072,rw4931463,positive,positive,positive,not discussed,not discussed,not discussed,positive
11073,rw1164459,positive,positive,neutral,not discussed,not discussed,positive,neutral
11074,rw3260849,positive,positive,not discussed,positive,not discussed,positive,not discussed
11075,rw0384430,neutral,positive,positive,positive,not discussed,mixed,negative
11076,rw3029371,mixed,positive,positive,positive,positive,not discussed,negative
11077,rw0384439,mixed,positive,not discussed,not discussed,not discussed,neutral,negative
11078,rw0384409,positive,positive,not discussed,positive,not discussed,positive,not discussed
11079,rw2926419,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11080,rw2014843,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11081,rw0384491,neutral,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11082,rw2744750,positive,positive,positive,positive,not discussed,positive,negative
11083,rw4686637,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11084,rw3104915,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11085,rw1566548,mixed,positive,not discussed,not discussed,not discussed,negative,not discussed
11086,rw6084373,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11087,rw4909599,positive,positive,positive,positive,not discussed,positive,positive
11088,rw2006634,negative,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11089,rw2592133,negative,negative,negative,negative,negative,negative,negative
11090,rw2980369,positive,positive,positive,neutral,not discussed,positive,negative
11091,rw5014320,mixed,positive,not discussed,not discussed,positive,not discussed,negative
11092,rw1564179,negative,negative,negative,negative,negative,negative,negative
11093,rw2061091,positive,positive,positive,positive,not discussed,positive,positive
11094,rw3272351,positive,positive,neutral,not discussed,not discussed,positive,positive
11095,rw2082464,positive,positive,positive,not discussed,not discussed,positive,positive
11096,rw2012227,positive,positive,positive,positive,not discussed,positive,positive
11097,rw3735255,positive,positive,positive,positive,not discussed,positive,positive
11098,rw2001715,positive,positive,positive,positive,positive,positive,positive
11099,rw3831164,positive,positive,not discussed,not discussed,not discussed,positive,positive
11100,rw2072480,positive,positive,positive,positive,not discussed,positive,positive
11101,rw2210301,positive,positive,positive,positive,positive,positive,positive
11102,rw2070692,positive,positive,positive,positive,not discussed,positive,positive
11103,rw2003807,positive,positive,positive,positive,not discussed,positive,positive
11104,rw2128251,positive,positive,positive,positive,not discussed,positive,positive
11105,rw2004169,positive,positive,positive,not discussed,not discussed,positive,positive
11106,rw2002472,positive,positive,positive,positive,not discussed,positive,positive
11107,rw2448585,mixed,positive,positive,positive,positive,neutral,positive
11108,rw1995699,mixed,positive,positive,positive,not discussed,neutral,neutral
11109,rw2014799,positive,positive,positive,positive,not discussed,positive,positive
11110,rw3375830,positive,positive,positive,not discussed,not discussed,not discussed,positive
11111,rw2004707,not discussed,positive,neutral,not discussed,not discussed,positive,not discussed
11112,rw2083489,positive,positive,not discussed,not discussed,not discussed,positive,positive
11113,rw2000875,positive,positive,neutral,neutral,not discussed,positive,positive
11114,rw1997677,positive,positive,neutral,neutral,not discussed,positive,neutral
11115,rw0247377,positive,positive,positive,positive,positive,positive,positive
11116,rw3224248,positive,positive,positive,positive,positive,positive,positive
11117,rw2648494,positive,positive,positive,positive,positive,positive,positive
11118,rw3534125,positive,positive,positive,positive,positive,negative,positive
11119,rw3293633,positive,positive,positive,positive,not discussed,positive,positive
11120,rw0247356,positive,neutral,not discussed,not discussed,not discussed,not discussed,not discussed
11121,rw0247345,positive,positive,positive,not discussed,not discussed,positive,positive
11122,rw0247369,positive,positive,positive,positive,positive,positive,positive
11123,rw2942115,positive,neutral,positive,positive,not discussed,neutral,positive
11124,rw0247354,positive,positive,positive,positive,not discussed,mixed,positive
11125,rw2965832,positive,positive,positive,positive,positive,positive,positive
11126,rw3194046,mixed,positive,not discussed,positive,not discussed,negative,neutral
11127,rw0247334,positive,positive,positive,positive,not discussed,positive,positive
11128,rw3213521,positive,positive,positive,positive,positive,positive,positive
11129,rw0247364,positive,not discussed,positive,positive,positive,positive,negative
11130,rw0247331,positive,positive,positive,positive,positive,positive,not discussed
11131,rw6247408,positive,positive,positive,positive,positive,positive,positive
11132,rw5591072,positive,positive,positive,positive,positive,positive,positive
11133,rw1421854,positive,positive,positive,positive,not discussed,positive,positive
11134,rw2408521,negative,not discussed,positive,not discussed,not discussed,positive,positive
11135,rw1257798,positive,positive,positive,positive,not discussed,positive,positive
11136,rw2039578,neutral,negative,neutral,neutral,positive,negative,negative
11137,rw2031448,negative,negative,negative,negative,not discussed,negative,negative
11138,rw2032118,negative,negative,negative,negative,not discussed,negative,negative
11139,rw2033974,negative,negative,negative,negative,not discussed,negative,negative
11140,rw2029540,negative,negative,negative,negative,negative,negative,negative
11141,rw2031786,mixed,neutral,negative,neutral,not discussed,mixed,negative
11142,rw2102711,positive,mixed,neutral,positive,not discussed,negative,positive
11143,rw2029687,positive,mixed,negative,positive,not discussed,negative,positive
11144,rw2136986,negative,negative,negative,negative,negative,negative,negative
11145,rw2030339,negative,negative,negative,negative,negative,negative,negative
11146,rw2029475,mixed,mixed,negative,neutral,not discussed,negative,not discussed
11147,rw2031430,negative,negative,negative,negative,negative,negative,negative
11148,rw2107704,negative,positive,negative,positive,not discussed,negative,mixed
11149,rw2142842,negative,negative,negative,negative,negative,negative,negative
11150,rw2041164,neutral,positive,neutral,positive,not discussed,neutral,negative
11151,rw2097249,neutral,mixed,positive,positive,positive,neutral,neutral
11152,rw2091026,negative,negative,negative,positive,not discussed,negative,negative
11153,rw6325897,neutral,mixed,negative,positive,not discussed,negative,not discussed
11154,rw2031452,negative,negative,negative,negative,not discussed,negative,negative
11155,rw2030951,negative,mixed,negative,negative,not discussed,negative,negative
11156,rw2031016,negative,negative,not discussed,neutral,not discussed,negative,not discussed
11157,rw2092491,not discussed,not discussed,not discussed,negative,not discussed,not discussed,positive
11158,rw2034501,negative,negative,negative,negative,not discussed,negative,negative
11159,rw2139230,negative,negative,negative,negative,not discussed,negative,negative
11160,rw1847845,positive,positive,positive,positive,positive,positive,neutral
11161,rw1979730,positive,positive,positive,positive,positive,positive,positive
11162,rw1853761,positive,positive,positive,positive,positive,positive,positive
11163,rw1766736,positive,mixed,negative,negative,not discussed,negative,positive
11164,rw1847496,positive,positive,positive,positive,positive,positive,positive
11165,rw1863954,negative,mixed,negative,positive,positive,negative,negative
11166,rw1738521,positive,mixed,positive,positive,not discussed,negative,not discussed
11167,rw1823456,positive,mixed,positive,positive,not discussed,positive,neutral
11168,rw5654717,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11169,rw1824057,positive,mixed,positive,positive,not discussed,neutral,negative
11170,rw1659814,negative,mixed,not discussed,not discussed,not discussed,negative,negative
11171,rw1798851,negative,negative,not discussed,negative,not discussed,negative,mixed
11172,rw1785075,positive,positive,positive,positive,positive,positive,negative
11173,rw1810581,positive,positive,positive,positive,not discussed,positive,positive
11174,rw1908031,mixed,positive,positive,positive,not discussed,not discussed,positive
11175,rw3150318,negative,negative,negative,negative,not discussed,not discussed,not discussed
